省份,城市,区域,商圈,资源名称,详细地址,楼盘类型,楼栋数量,单元门数量,楼盘价格,住户数量,入住年份,广告限制,大门口媒体面数,单元内媒体数,其他媒体面数,总媒体面数
江苏省,南京市,雨花台区,郁金香,锦明家苑,郁金香路12号,,10,30.0,42000,257,1997,"不孕不育,低俗,低俗医疗,女性生理期用品,房屋地产,物业,计生用品",1,38,0,39
江苏省,南京市,栖霞区,马群商圈,紫金新寓,马群新街116号,,3,8.0,29000,120,2006,,1,16,0,17
江苏省,南京市,玄武区,新街口,长江花园,南京市玄武区长江花园,,6,10.0,43000,366,2012,"不孕不育,低俗,低俗医疗,物业,计生用品",1,20,0,21
江苏省,南京市,鼓楼区,龙江,新城市花园,龙江草场门大街100号,,10,10.0,56000,100,2013,"不孕不育,低俗,低俗医疗",3,18,0,21
江苏省,南京市,江宁区,岔路口,天地新城,江宁区金盛路299号,,100,369.0,20000,2000,2005,"不孕不育,低俗,低俗医疗,物业,计生用品",5,0,0,5
江苏省,南京市,雨花台区,雨花西路商圈,广厦嘉苑,南京市雨花台区广厦嘉苑,,12,28.0,30000,800,2007,,0,60,0,60
江苏省,南京市,鼓楼区,草场门,宁西公寓,中保街130号,,5,18.0,35000,100,2013,,1,0,0,1
江苏省,南京市,江宁区,百家湖,岚岛别墅宁湖园,双龙大道1368号,,38,18.0,33918,172,2002,,1,0,0,1
江苏省,南京市,栖霞区,万达茂,保利罗兰香谷,仙林湖以北1号,,13,20.0,35000,1516,2013,,2,0,0,2
江苏省,南京市,江宁区,,百家湖国际花园,江宁开发区利源中路99号,,10,,26000,1774,2010,"不孕不育,低俗,低俗医疗,物业",8,0,0,8
江苏省,南京市,栖霞区,万达茂,保利罗兰春天,学森路119号,,15,26.0,35000,1716,2016,,2,0,0,2
江苏省,南京市,浦口区,,铂宫小区,龙华路26号,,5,11.0,30000,191,2007,,0,24,0,24
江苏省,南京市,鼓楼区,五塘广场,尊园,张王庙55号,,11,11.0,33000,117,2007,"不孕不育,低俗,低俗医疗,计生用品",0,2,0,2
江苏省,南京市,浦口区,浦口商圈,融侨观邸,海院路88号,,130,200.0,25000,4800,2016,,1,0,0,1
江苏省,南京市,建邺区,河西,紫檀雅居,梦都大街126号,,43,43.0,50000,100,2011,"不孕不育,低俗,计生用品",1,1,0,2
江苏省,南京市,建邺区,南京大剧院,御江金城,南京市建邺区御江金城,,17,34.0,50000,930,2015,,0,1,0,1
江苏省,南京市,江宁区,,文鼎雅苑,玉树路88号,,16,,26000,1557,2011,,2,0,0,2
江苏省,南京市,浦口区,,世茂江山府,光固路2号,,10,12.0,29999,1572,2022,,3,0,0,3
江苏省,南京市,秦淮区,,蔚蓝星座,龙蟠南路99号,,10,36.0,38000,800,2007,"不孕不育,低俗,低俗医疗,物业,计生用品",3,38,0,41
江苏省,南京市,江宁区,南站,金竹花园,江宁区金盛路359号,,12,36.0,30000,1300,2004,,2,0,0,2
江苏省,南京市,秦淮区,夫子庙,红花村165号,红花村165号,,11,24.0,38000,270,2000,,2,0,0,2
江苏省,南京市,秦淮区,夫子庙,明湖山庄,秦淮区紫金路1号,,16,30.0,36000,433,2000,"不孕不育,低俗,低俗医疗",1,40,0,41
江苏省,南京市,雨花台区,板桥,星叶欢乐城,欢怡路8号,,5,6.0,20000,780,2023,,2,0,0,2
江苏省,南京市,栖霞区,,万科金色领域,守敬路1号,,21,60.0,35000,1975,2015,,2,0,0,2
江苏省,南京市,玄武区,红山动物园,天然居,红山路151号,,10,20.0,20000,200,2001,,1,0,0,1
江苏省,南京市,江宁区,,百家湖花园,利源中路99号,,9,,27000,696,2006,"不孕不育,中介,低俗,低俗医疗,医美整形,女性生理期用品,房屋租赁,计生用品,金融理财",0,2,0,2
江苏省,南京市,玄武区,玄武门,南储佳苑,廖家巷2号,,11,30.0,30000,248,2000,,1,0,0,1
江苏省,南京市,玄武区,玄武门,骋望云邸,南京市玄武区云邸玄武区仙鹤门二号68号,,12,36.0,33000,380,2016,"不孕不育,低俗,物业",2,0,0,2
江苏省,南京市,雨花台区,,雨花西路79号,雨花西路79号,,1,1.0,30000,120,2007,,0,2,0,2
江苏省,南京市,秦淮区,夫子庙商圈,龙蟠南苑,秦虹路41号,,3,5.0,40000,120,2003,,1,10,0,11
江苏省,南京市,建邺区,河西奥体,名郡花园,集庆门大街170号,,7,10.0,60000,272,2012,,2,45,0,47
江苏省,南京市,鼓楼区,龙江,宝地园,鼓楼区龙园中路268号,,23,69.0,39000,2687,1999,"不孕不育,低俗",1,12,0,13
江苏省,南京市,浦口区,江浦,海都嘉园,浦口区龙华路12号,,41,88.0,22944,1112,2009,,2,0,0,2
江苏省,南京市,鼓楼区,,清江花苑碧波园,定淮门大街2号,,40,,57000,2434,2003,物业,0,2,0,2
江苏省,南京市,六合区,龙池,香缇郡,龙口路9号,,16,50.0,10000,850,2017,,0,100,0,100
江苏省,南京市,玄武区,钟灵街,五矿晏山居,钟毓街6号,,24,96.0,50000,2000,2008,,0,4,0,4
江苏省,南京市,秦淮区,新街口,民族公寓,丰富路163号,,1,1.0,45000,82,2005,,0,2,0,2
江苏省,南京市,鼓楼区,,银环公寓,大锏银巷66号,,2,,45000,72,2000,,1,8,0,9
江苏省,南京市,江宁区,百家湖,金都苑,双龙大道1161号,,1,2.0,30000,146,2022,,1,0,0,1
江苏省,南京市,浦口区,江浦商圈,香山郡,大马山路6号,,30,83.0,20000,1600,2019,,3,0,0,3
江苏省,南京市,江宁区,江宁龙湖天街,江山大厦,竹山路246号,,3,3.0,28000,210,2006,,1,0,0,1
江苏省,南京市,江宁区,,中粮鸿云坊,丰泽路118号,,26,40.0,30000,3337,2017,,4,0,0,4
江苏省,南京市,鼓楼区,,兴源商务中心,山西路72号,,1,,48000,200,2015,,0,2,0,2
江苏省,南京市,建邺区,河西金鹰,天都芳庭,南京市建邺区应天大街815号,,12,30.0,47090,402,2003,,4,60,0,64
江苏省,南京市,江宁区,文鼎广场,祥云伴山居,江宁区鹏山路28号,,12,12.0,30000,747,2019,,1,1,0,2
江苏省,南京市,江宁区,江宁万达,万达公馆,竹山路59号,,2,12.0,30000,264,2013,,9,27,0,36
江苏省,南京市,江宁区,麒麟门,东郊小镇五街区,麒东路777号,,15,36.0,20000,784,2013,,0,4,0,4
江苏省,南京市,浦口区,江北开发区,高新花苑,南京市浦口区丽景丽6号,,33,80.0,15000,1284,2005,,4,0,0,4
江苏省,南京市,六合区,幸福城,幸福城,南京市六合区马鞍街道方州路68号,,15,37.0,13000,2089,2019,"低俗,房屋地产,物业",0,74,0,74
江苏省,南京市,浦口区,天润城,天润城十六街区南,天华南路5号,,25,34.0,25000,2448,2015,,4,0,0,4
江苏省,南京市,浦口区,老山,明发阅里,沿山大道199号,,13,5.0,30000,790,2022,,3,0,0,3
江苏省,南京市,江宁区,,百家湖别墅花园,江宁区秣陵街道湖滨路58号,,38,50.0,38000,666,2016,"低俗,物业",0,1,0,1
江苏省,南京市,建邺区,兴隆大街商圈,中北品阁,南京市建邺区中北品阁,,4,9.0,60000,380,2005,,1,2,0,3
江苏省,南京市,栖霞区,,大地伊丽雅特湾花园,和燕路329号,,26,,30000,2400,2011,,0,0,1,1
江苏省,南京市,鼓楼区,福建路,泰润公寓,福建路12号,,5,11.0,50000,210,2005,,1,22,0,23
江苏省,南京市,玄武区,新街口,钟山颐府,玄武区珠江路714号,,6,18.0,70000,1680,2018,"不孕不育,低俗,低俗医疗,房屋地产,物业",4,0,0,4
江苏省,南京市,栖霞区,马群商圈,中南世纪雅苑A区,花港路18号,,10,22.0,25000,1500,2019,,3,0,0,3
江苏省,南京市,鼓楼区,新街口,君临国际,鼓楼区广州路5号(珠江路地铁站1号口步行280米),,2,2.0,40000,168,2005,"不孕不育,低俗,低俗医疗",0,8,0,8
江苏省,南京市,玄武区,鸡鸣寺,台城花园,江苏省南京市玄武区西家大塘21号,,20,45.0,80000,1500,2008,"不孕不育,低俗,低俗医疗,物业",1,0,0,1
江苏省,南京市,栖霞区,马群商圈,中南世纪雅苑B区,花港路18号,,9,18.0,25000,1600,2019,,3,0,0,3
江苏省,南京市,鼓楼区,江东商圈,漓江雅苑,南京市鼓楼区漓江路42-3临附近,,3,6.0,42000,123,1989,,0,12,0,12
江苏省,南京市,建邺区,,左邻风度,南京市建邺区莫愁湖东路6号,,3,3.0,50000,289,2005,,3,12,0,15
江苏省,南京市,秦淮区,夫子庙,西关头小区,凤台路28号,,7,20.0,43500,500,1991,,0,40,0,40
江苏省,南京市,江宁区,百家湖,21世纪现代城,江宁区天元中路庄排路229号,,4,12.0,30000,240,2012,,0,7,0,7
江苏省,南京市,秦淮区,夫子庙,来凤新村小区,来凤街50号,,15,40.0,34000,1500,1997,,0,82,0,82
江苏省,南京市,六合区,,冠城大通一期蓝郡,冠城大通蓝郡,,35,,13333,2514,2014,"房屋地产,物业",1,0,0,1
江苏省,南京市,秦淮区,夫子庙,中冶锦绣珑湾,节制闸北路82号,,8,15.0,58000,299,2020,,1,0,0,1
江苏省,南京市,江宁区,南京南站,金港花园,金盛路998号,,7,26.0,30000,312,2005,,1,0,0,1
江苏省,南京市,秦淮区,夫子庙,水秀花园,秦淮区龙蟠中路459号,,15,15.0,50000,245,2013,,3,0,0,3
江苏省,南京市,建邺区,双闸,海峡城云珑湾,南京市建邺区双闸路99号,,6,10.0,37800,1262,2017,低俗,1,0,0,1
江苏省,南京市,鼓楼区,热河南路商圈,边城世家,二板桥路468号,,2,6.0,37000,630,2013,"不孕不育,低俗,低俗医疗",2,8,0,10
江苏省,南京市,鼓楼区,清凉门商圈,金信花园,清凉门大街68号,,8,28.0,40000,700,2004,,2,0,0,2
江苏省,南京市,江宁区,东山,武夷水岸北区,江宁区湖山北路95号,,19,30.0,20000,1680,2011,"不孕不育,低俗,低俗医疗,物业",2,0,0,2
江苏省,南京市,江宁区,东山,武夷水岸南区,江宁区湖山北路95号,,22,40.0,20000,1680,2012,"不孕不育,低俗,低俗医疗,物业",2,1,0,3
江苏省,南京市,秦淮区,高新园,世茂君望墅,石杨路108号,,30,78.0,38000,2206,2015,"不孕不育,低俗,低俗医疗,女性生理期用品,物业,计生用品",3,0,0,3
江苏省,南京市,浦口区,万汇城,启迪水木滨江,浦口区镇南路99号,,9,20.0,34000,1000,2024,"不孕不育,低俗,低俗医疗,房屋地产,物业",1,0,0,1
江苏省,南京市,秦淮区,夫子庙,枫秦居,江宁路4号,,4,10.0,40000,200,2003,,1,0,0,1
江苏省,南京市,江宁区,麒麟门,启迪科技城科创园,江苏省南京市江宁区智汇路16号,,1,1.0,30000,100,2015,"不孕不育,低俗,低俗医疗",0,2,0,2
江苏省,南京市,栖霞区,迈皋桥,仙踪林苑,迈尧路18号,,5,10.0,30000,370,2012,,1,1,0,2
江苏省,南京市,秦淮区,光华路,鸿意星城,秦淮区星海路6号,,22,55.0,32222,1144,2006,,2,0,0,2
江苏省,南京市,鼓楼区,,匡庐花园,匡庐路17号,,2,5.0,71000,88,2000,,1,10,0,11
江苏省,南京市,浦口区,,北外滩水城第三街区,南京市浦口区北外滩水城第三街区,,10,26.0,20000,1646,2005,,3,0,0,3
江苏省,南京市,建邺区,,凯旋丽都花园,江苏省南京市建邺区江东中路219号,,9,18.0,37000,652,2006,"不孕不育,低俗,低俗医疗,物业",2,0,0,2
江苏省,南京市,鼓楼区,龙江,清江西苑,江东北路418号,,23,67.0,52000,1144,2009,,4,146,0,150
江苏省,南京市,江宁区,,东郊小镇八街区,麒麟街道麒东路777号,,32,,21888,1767,2012,,0,1,0,1
江苏省,南京市,秦淮区,夫子庙,莺虹苑小区,秦淮区莺虹苑小区24栋,,1,5.0,30000,70,1993,,1,0,0,1
江苏省,南京市,栖霞区,,弘燕名居,和燕路386号,,1,1.0,30000,98,2012,,2,3,0,5
江苏省,南京市,建邺区,河西金鹰,城西纺织公寓,应天西路应天巷28号,,10,35.0,26900,490,1999,,0,70,0,70
江苏省,南京市,鼓楼区,下关商圈,恒盛嘉园,幕府西路55号,,6,12.0,20000,120,2001,,1,0,0,1
江苏省,南京市,鼓楼区,,清江公寓小区,锦江路68号,,5,,50000,192,2001,,1,33,0,34
江苏省,南京市,雨花台区,,郁金香花苑小区,宁南路3号,,25,99.0,43000,1300,2000,"不孕不育,低俗,低俗医疗,女性生理期用品,物业",0,1,0,1
江苏省,南京市,雨花台区,,宋都南郡南区,新湖大道10号,,9,18.0,20000,1412,2016,,1,0,0,1
江苏省,南京市,玄武区,,香居美苑,南京市玄武区香居美苑,,2,4.0,50000,200,2007,,0,2,0,2
江苏省,南京市,浦口区,,朗诗未来街区东苑,江北新区朗山路1号,,22,41.0,20000,2757,2016,,3,0,0,3
江苏省,南京市,建邺区,,西城映象,南京市建邺区西城映象,,19,,42000,175,2003,"不孕不育,低俗,低俗医疗,内衣内裤",0,24,0,24
江苏省,南京市,秦淮区,夫子庙,长白街368号,秦淮区长白街368号,,1,2.0,40000,28,2003,,1,0,0,1
江苏省,南京市,秦淮区,,月牙湖花园,苜蓿园大街69号,,31,75.0,30000,704,2000,,2,6,0,8
江苏省,南京市,江宁区,,东郊小镇六街区,汤山街道麒麟镇麒东路777号,,19,,21112,1113,2012,,0,1,0,1
江苏省,南京市,建邺区,,君园,南京市建邺区君园,,3,,50000,178,2004,,2,0,0,2
江苏省,南京市,建邺区,,秦新名邸,青莲街58号,,8,13.0,40000,1618,2017,,2,2,0,4
江苏省,南京市,建邺区,,奥体物业-清竹园,南京市建邺区清竹园,,29,,75000,2680,2016,物业,0,27,0,27
江苏省,南京市,浦口区,,春江阁,桥北路24号,,2,10.0,10000,200,1995,,2,0,0,2
江苏省,南京市,栖霞区,,保利紫晶山,紫东路18号,,89,100.0,40000,1500,2016,,3,0,0,3
江苏省,南京市,浦口区,,南京花好园,学泰路3号,,6,12.0,15000,584,2022,,2,0,0,2
广东省,广州市,天河区,四季时尚荟,富力新村,天河区东圃二横路20号,社区,20,16.0,34865,850,1988,,0,15,0,15
广东省,广州市,天河区,燕岭,五星阁,天河区粤垦路521号,社区,1,1.0,37621,192,1999,,1,0,0,1
广东省,广州市,白云区,罗冲围,锦翠苑,白云区增槎路高桥大街62号,社区,19,10.0,34345,1423,2003,,1,10,0,11
广东省,广州市,黄埔区,大沙地地铁站,黄埔东苑,黄埔区港湾西四街,社区,3,17.0,39264,763,2000,,0,34,0,34
广东省,广州市,越秀区,团一大广场地铁站,都市晴川,越秀区元运街31号,社区,2,1.0,67222,271,2007,,0,2,0,2
广东省,广州市,天河区,天河公园,华港花园,天河区华港南街22号,社区,3,40.0,82791,1984,2001,,0,1,0,1
广东省,广州市,花都区,花城路地铁站,广州铁道车辆厂生活区,花都区云山大道23号,社区,10,50.0,16489,1642,1993,,0,143,0,143
广东省,广州市,天河区,科韵路地铁站,穗茵园,天河区黄埔大道建华路21号,社区,12,12.0,49680,1164,1990,,1,11,0,12
广东省,广州市,黄埔区,裕丰围地铁站,黄埔花园B区,黄埔区黄埔东路300号,社区,33,10.0,48655,4167,2010,,0,13,0,13
广东省,广州市,天河区,天河公园,理想青年荟,天河区东方三路35号,社区,1,2.0,99446,408,2005,,6,0,0,6
广东省,广州市,天河区,太古汇,天河东小区,天河区天河东171号,社区,2,2.0,61038,875,2000,,0,2,0,2
广东省,广州市,海珠区,合生广场,明晖苑,海珠区广州大道南与敦和路78号,社区,7,7.0,37755,297,2014,,0,6,0,6
广东省,广州市,天河区,华标广场,金达苑,天河区天润路61号,社区,5,3.0,65176,535,1996,,0,4,0,4
广东省,广州市,白云区,五号停机坪,百荣园,白云区机场路233号,社区,5,6.0,28469,2160,2011,,0,21,0,21
广东省,广州市,天河区,优托邦驿站,乐意居小区,天河区美景街乐意居,社区,85,91.0,42639,3528,1999,,0,47,0,47
广东省,广州市,黄埔区,惠润广场,骏鸿花园,黄埔区开元南路640号,社区,6,9.0,36524,1548,1999,,0,7,0,7
广东省,广州市,越秀区,海印广场,大沙头三马路10号大院,越秀区大沙头三马路10号,社区,3,3.0,30000,100,1998,,0,2,0,2
广东省,广州市,天河区,太古汇,德荣小区,天河区天河东路218-268号,社区,4,20.0,70642,1396,1995,,0,20,0,20
广东省,广州市,天河区,燕塘地铁站,日出观山苑2期,天河区粤垦路观峰北街8-24号,社区,3,6.0,68493,1600,2009,,0,4,0,4
广东省,广州市,天河区,暨南大学(石牌校区),环宇花园,天河区中山大道88号之一,社区,6,3.0,54427,953,1999,,2,8,0,10
广东省,广州市,白云区,同德地铁站,侨德花园一期,白云区西槎路250号,社区,22,12.0,28316,2205,1998,,0,6,0,6
广东省,广州市,白云区,同和地铁站,第二十一干休所大院,白云区云祥路176号,社区,2,2.0,27892,98,1995,,2,0,0,2
广东省,广州市,天河区,天河公园,理想蓝堡国际花园,天河区东方3路19号,社区,4,4.0,102263,600,2004,,0,14,0,14
广东省,广州市,白云区,同德地铁站,侨德花园二期,白云区西槎路250号,社区,22,11.0,28316,2205,1998,,1,22,0,23
广东省,广州市,海珠区,中山大学,宝怡阁,海珠区滨江东怡福路218号,社区,1,1.0,68632,650,1996,,0,2,0,2
广东省,广州市,天河区,华师地铁站,天立大厦,天河区五山路135号,社区,3,2.0,64153,555,1998,,0,2,0,2
广东省,广州市,荔湾区,滘口地铁站,芳泰花园,荔湾区塞坝路3号,社区,4,4.0,28704,500,1995,,0,4,0,4
广东省,广州市,白云区,5号停机坪购物广场,星华居,白云区棠新路棠新街38号,社区,2,2.0,26986,108,2001,,0,2,0,2
广东省,广州市,番禺区,市桥地铁站,西环大厦,番禺区西丽路116号,社区,1,9.0,20116,136,1998,,0,0,2,2
广东省,广州市,天河区,棠东地铁站,创客谷,天河区棠东东路4号,社区,1,1.0,40000,66,2017,,0,1,0,1
广东省,广州市,天河区,燕塘地铁站,观山苑1期,天河区粤垦路观峰北街8-24号,社区,3,3.0,68492,698,2014,,0,4,0,4
广东省,广州市,天河区,天河公园,翠湖山庄,天河区黄埔大道萝斗岗1号,社区,13,13.0,58322,2188,1998,,0,52,0,52
广东省,广州市,天河区,天河客运站,景晖苑,天河区元岗路180号,社区,10,11.0,22501,324,1992,,0,11,0,11
广东省,广州市,越秀区,中华广场,建雅台,越秀区东华西荣华南7-9号,社区,2,2.0,60809,456,1999,,0,2,0,2
广东省,广州市,白云区,桂花岗,金桂园,白云区解放北路1000号,社区,34,37.0,40123,3159,1999,,0,28,0,28
广东省,广州市,白云区,梅花园广场,白云家园,白云区沙太南路623号,社区,16,26.0,42587,1128,2003,,3,0,0,3
广东省,广州市,海珠区,新一城XMALL,中惠雅苑,海珠区淞濑前与马涌直街交叉路口东南100米,社区,6,6.0,58989,300,2007,,0,19,0,19
广东省,广州市,海珠区,赤岗地铁站,利海假日轩,海珠区花怡路104号,社区,1,1.0,66925,160,2010,,0,2,0,2
广东省,广州市,海珠区,合生广场,客村苑,海珠区敦和路140号,社区,4,7.0,33595,265,2000,,0,7,0,7
广东省,广州市,天河区,冼村地铁站,体育东横街小区,天河区体育东路33号,社区,4,18.0,61084,3500,1993,,0,12,0,12
广东省,广州市,海珠区,大塘地铁站,坚真花园三期,海珠区聚德南路利和街3号、9号,社区,2,2.0,56431,410,2005,,0,5,0,5
广东省,广州市,越秀区,海印广场,大沙头路28号大院,越秀区大沙头路28号,社区,3,3.0,58724,96,1996,,0,2,0,2
广东省,广州市,海珠区,广州塔地铁站,丰盈居,海珠区蕙兰路1号,社区,1,1.0,63600,208,2002,,0,1,0,1
广东省,广州市,番禺区,宜家家居(广州番禺店),金山谷八期,番禺区东环街东艺路5号,社区,2,2.0,36752,296,2013,房屋地产,0,6,0,6
广东省,广州市,黄埔区,裕丰围地铁站,黄埔花园C区,黄埔区丰乐南路356号,社区,33,10.0,48655,4167,2010,,2,12,0,14
广东省,广州市,天河区,东圃广场,迎海花园,天河区东圃黄村西路81号,社区,6,11.0,19395,540,1999,,0,10,0,10
广东省,广州市,天河区,植物园地铁站,世纪绿洲,天河区天源路品翠南街21号,社区,10,23.0,50878,952,1994,房屋地产,0,40,0,40
广东省,广州市,番禺区,奥园广场,新世纪花园,番禺区桥南街福德路900号,社区,7,22.0,24077,1000,1970,,0,16,0,16
