序号,行政区域,商圈,社区名称,楼盘性质,社区地址,媒体数量,媒体位置,道闸画面尺寸,灯箱显示画面尺寸,楼盘均价,交房时间,楼盘户数,楼盘居住总人数,日人流量,车位数,日车流量,禁忌行业
659,天河区,奥体中心商圈,腾晖·创境,创意园、写字楼,天河区大灵山路488号,1,进口,750*2800,440*920,,/,850,3400,4250,650,3800,没有限制
660,天河区,车陂商圈,车陂南地铁南悦楼,住宅、综合商业,天河区车陂南地铁,1,混进混出,830*3208,480*845,35000.0,1997,550,2200,3300,300,1500,没有限制
661,天河区,车陂商圈,富力天寓（商业）,商业,广州市天河区天坤二路附近,1,混进混出,750*2800,440*920,45000.0,2021,1200,4800,6000,1500,9000,没有限制
662,天河区,车陂商圈,广氮花园（北区）,住宅,天河区天坤二路与健明四路交叉口广氮花园北区,1,混进混出,750*2800,440*920,53000.0,2013,2700,10800,13500,2000,12000,没有限制
663,天河区,车陂商圈,加悦大厦,写字楼、综合商业,天河区中山大道车陂地铁站旁,1,进口,830*3126,480*845,,/,860,3440,5160,600,3000,没有限制
664,天河区,车陂商圈,加悦大厦,写字楼、综合商业,天河区中山大道车陂地铁站旁,1,出口,830*3126,480*845,,/,860,3440,5160,600,3000,没有限制
665,天河区,东圃商圈,晨晖商务大厦,写字楼,天河区福元中路2号,1,混进混出,750*2800,440*920,,/,500,2000,2500,500,2500,没有限制
666,天河区,东圃商圈,东莞银行门口商业广场,写字楼、综合商业,天河区中山大道中东圃客运站旁,1,中山大道（进口）,830*3044,410*780,,/,800,3200,4800,500,2500,没有限制
667,天河区,东圃商圈,东莞银行门口商业广场,写字楼、综合商业,天河区中山大道中东圃客运站旁,1,中山大道（出口）,830*3044,410*780,,/,800,3200,4800,500,2500,没有限制
668,天河区,东圃商圈,丰奭商贸大厦,写字楼、综合商业,天河区中山大道中1023号,1,黄村大道（出口）,830*2716,410*780,,/,800,3200,4800,500,2500,没有限制
669,天河区,东圃商圈,丰奭商贸大厦,写字楼、综合商业,天河区中山大道中1023号,1,黄村大道（进口）,830*2716,410*780,,/,800,3200,4800,500,2500,没有限制
670,天河区,东圃商圈,海警小区,住宅,天河区黄村王园路,1,进口,830*2798,440*920,25000.0,1997,600,2400,300,450,2700,没有限制
671,天河区,东圃商圈,海警小区,住宅,天河区黄村王园路,1,出口,830*3700,440*920,25000.0,1997,600,2400,300,450,2700,没有限制
672,天河区,东圃商圈,海警小区,住宅,天河区黄村王园路,1,进口,750*2800,440*920,25000.0,1997,600,2400,300,450,2700,没有限制
673,天河区,东圃商圈,汇友苑（公交车车站）,高档楼盘,中山大道东圃大马路9-13号,1,进口,830*3290,410*780,45000.0,2004,650,2600,3900,350,1750,没有限制
674,天河区,东圃商圈,汇友苑（雅怡街）,高档楼盘,中山大道东圃大马路9-13号,1,出口,830*2880,410*780,45000.0,2004,650,2600,3900,350,1750,没有限制
675,天河区,东圃商圈,汇友苑（月保车道）,高档楼盘,中山大道东圃大马路9-13号,1,进口,830*3290,410*780,45000.0,2004,650,2600,3900,350,1750,没有限制
676,天河区,东圃商圈,锦达信广场,写字楼、综合商业,天河区中山大道433号,1,进口,750*2800,440*920,,/,850,3400,4250,500,4000,没有限制
677,天河区,东圃商圈,锦达信广场,写字楼、综合商业,天河区中山大道433号,1,出口,750*2800,440*920,,/,850,3400,4250,500,4000,没有限制
678,天河区,东圃商圈,景安花园,高档住宅,天河区中山大道东珠吉路5号,1,车库进口,830*3700,480*845,35000.0,2009,980,3920,5880,800,4000,没有限制
679,天河区,东圃商圈,景安花园,高档住宅,天河区中山大道东珠吉路5号,1,大门出口,830*3700,440*920,35000.0,2009,980,3920,5880,800,4000,没有限制
680,天河区,东圃商圈,景安花园,高档住宅,天河区中山大道东珠吉路5号,1,大门进口,830*3700,440*920,35000.0,2009,980,3920,5880,800,4000,没有限制
681,天河区,东圃商圈,景安花园,高档住宅,天河区中山大道东珠吉路5号,1,后门出口1,830*3700,480*845,35000.0,2009,980,3920,5880,800,4000,没有限制
682,天河区,东圃商圈,景安花园,高档住宅,天河区中山大道东珠吉路5号,1,后门出口2,830*3700,440*920,35000.0,2009,980,3920,5880,800,4000,没有限制
683,天河区,东圃商圈,科珠工程机械城,写字楼、专业市场,天河区珠吉路30号科珠工程机械城,1,混进混出,750*2800,440*920,,/,1000,4000,5000,600,5000,没有限制
684,天河区,东圃商圈,科珠工程机械城,写字楼、专业市场,天河区珠吉路28号科珠工程机械城,1,进口,750*2800,440*920,,/,1000,4000,5000,600,5000,没有限制
685,天河区,东圃商圈,科珠工程机械城,写字楼、专业市场,天河区珠吉路29号科珠工程机械城,1,出口,750*2800,440*920,,/,1000,4000,5000,600,5000,没有限制
686,天河区,东圃商圈,兰亭盛荟二期,高档住宅,天河区东圃明镜路与桃园西路交汇处,1,出口,750*2800,440*920,60000.0,2021,5200,20800,31200,5500,27500,限制地产
687,天河区,东圃商圈,兰亭盛荟二期,高档住宅,天河区东圃明镜路与桃园西路交汇处,1,进口,750*2800,440*920,60000.0,2021,5200,20800,31200,5500,27500,限制地产
688,天河区,东圃商圈,兰亭盛荟三期,高档住宅,天河区东圃明镜路与桃园西路交汇处,1,对开出口1,750*2400,440*920,60000.0,2021,5200,20800,31200,5500,27500,限制地产
689,天河区,东圃商圈,兰亭盛荟三期,高档住宅,天河区东圃明镜路与桃园西路交汇处,1,出口,750*2800,440*920,60000.0,2021,5200,20800,31200,5500,27500,限制地产
690,天河区,东圃商圈,兰亭盛荟三期,高档住宅,天河区东圃明镜路与桃园西路交汇处,1,进口,750*2800,440*920,60000.0,2021,5200,20800,31200,5500,27500,限制地产
691,天河区,东圃商圈,兰亭盛荟三期,高档住宅,天河区东圃明镜路与桃园西路交汇处,1,对开出口2,750*2400,440*920,60000.0,2021,5200,20800,31200,5500,27500,限制地产
692,天河区,东圃商圈,兰亭盛荟一期,高档住宅,天河区东圃明镜路与桃园西路交汇处,1,出口,750*2800,440*920,60000.0,2021,5200,20800,31200,5500,27500,限制地产
693,天河区,东圃商圈,兰亭盛荟一期,高档住宅,天河区东圃明镜路与桃园西路交汇处,1,进口,750*2800,440*920,60000.0,2021,5200,20800,31200,5500,27500,限制地产
694,天河区,东圃商圈,龙怡苑,住宅、综合商业,天河区中山大道中王园路自编2号,1,混进混出（BRT)旁,830*2880,480*845,28000.0,2004,1200,4800,7200,850,4250,没有限制
695,天河区,东圃商圈,龙怡苑,住宅、综合商业,天河区中山大道中王园路自编2号,1,混进混出（学校旁）,830*2880,480*845,28000.0,2004,1200,4800,7200,850,4250,没有限制
696,天河区,东圃商圈,龙怡苑商业街,综合商业,天河区中山大道中黄村BRT站旁,1,混进混出,750*2800,440*920,28000.0,2004,1200,4800,7200,850,4250,没有限制
697,天河区,东圃商圈,盟丰商业大厦,写字楼,天河区珠吉路9号,1,出口,750*2800,440*920,,/,800,3200,4000,600,3600,没有限制
698,天河区,东圃商圈,盟丰商业大厦,写字楼,天河区珠吉路8号,1,进口,750*2800,440*920,,/,800,3200,4000,600,3600,没有限制
699,天河区,东圃商圈,骐丰科技园,写字楼、综合商业,天河区中山大道东圃客运站旁,1,进口,750*2400,440*920,,/,750,3000,4500,500,2500,限制家具、汽车
700,天河区,东圃商圈,骐丰科技园,写字楼、综合商业,天河区中山大道东圃客运站旁,1,出口,750*2400,440*920,,/,750,3000,4500,500,2500,限制家具、汽车
701,天河区,东圃商圈,骐丰科技园,写字楼、综合商业,天河区中山大道东圃客运站旁,1,出口,830*3372,480*845,,/,750,3000,4500,500,2500,限制家具、汽车
702,天河区,东圃商圈,骐丰科技园,写字楼、综合商业,天河区中山大道东圃客运站旁,1,进口,830*3372,480*845,,/,750,3000,4500,500,2500,限制家具、汽车
703,天河区,东圃商圈,昇晖大厦,写字楼、综合商业,天河区中山大道中1095号,1,出口,750*2800,440*920,,/,1020,4080,5100,800,4800,没有限制
704,天河区,东圃商圈,昇晖大厦,写字楼、综合商业,天河区中山大道中1095号,1,进口,750*2800,440*920,,/,1020,4080,5100,800,4800,没有限制
705,天河区,东圃商圈,时代TIT广场,商业综合体,天河区东圃大马路8号,1,进口（东圃一马路门岗）,750*2800,440*920,,/,3500,14000,17500,2000,15000,没有限制
706,天河区,东圃商圈,时代TIT广场,商业综合体,天河区东圃大马路8号,1,出口（东圃大马路门岗）,750*2800,440*920,,/,3500,14000,17500,2000,15000,没有限制
707,天河区,东圃商圈,时代TIT广场,商业综合体,天河区东圃大马路8号,1,出口（东圃一马路门岗）,750*2800,440*920,,/,3500,14000,17500,2000,15000,没有限制
708,天河区,东圃商圈,时代TIT广场,商业综合体,天河区东圃大马路8号,1,进口（东圃大马路门岗）,750*2800,440*920,,/,3500,14000,17500,2000,15000,没有限制
709,天河区,东圃商圈,腾晖商务大厦,写字楼、综合商业,天河区中山大道1091号,1,出口,750*2800,440*920,,/,850,3400,4250,600,3600,没有限制
710,天河区,东圃商圈,腾晖商务大厦,写字楼、综合商业,天河区中山大道1091号,1,进口,750*2800,440*920,,/,850,3400,4250,600,3600,没有限制
711,天河区,东圃商圈,万富商业大厦,创意园、写字楼,天河区是东圃宦溪西路26号,1,出口,750*2400,440*920,,/,700,4200,5000,500,3500,没有限制
712,天河区,东圃商圈,万富商业大厦,创意园、写字楼,天河区是东圃宦溪西路26号,1,进口,750*2400,440*920,,/,700,4200,5000,500,3500,没有限制
713,天河区,东圃商圈,旭景家园,高档住宅,天河区东圃熙湖街21号,1,出口,750*2800,440*920,55000.0,2002,2500,12500,15000,2000,12000,限制地产
714,天河区,东圃商圈,旭景家园,高档住宅,天河区东圃熙湖街21号,1,进口,750*2800,440*920,55000.0,2002,2500,12500,15000,2000,12000,限制地产
715,天河区,东圃商圈,盈彩美居二期,高档住宅,天河区汇彩路,1,出口,830*3208,440*920,65000.0,2004,3800,15200,22800,2200,11000,没有限制
716,天河区,东圃商圈,盈彩美居二期,高档住宅,天河区汇彩路,1,进口,830*3208,440*920,65000.0,2004,3800,15200,22800,2200,11000,没有限制
717,天河区,东圃商圈,盈彩美居一期,高档住宅,天河区汇彩路,1,进口,830*3290,440*920,65000.0,2004,3800,15200,22800,2200,11000,没有限制
718,天河区,东圃商圈,盈彩美居一期,高档住宅,天河区汇彩路,1,出口,830*3700,480*845,65000.0,2004,3800,15200,22800,2200,11000,没有限制
719,天河区,东圃商圈,中兴花园二期,高档住宅,天河区中山大道中1080-1088号,1,对开进口2,830*2224,410*780,50000.0,2002,1050,4200,6300,800,4000,没有限制
720,天河区,东圃商圈,中兴花园二期,高档住宅,天河区中山大道中1080-1088号,1,对开进口1,830*2224,410*780,50000.0,2002,1050,4200,6300,800,4000,没有限制
721,天河区,东圃商圈,中兴花园一期,高档住宅,天河区中山大道中1080-1088号,1,出口,830*3536,410*780,50000.0,2002,1050,4200,6300,800,4000,没有限制
722,天河区,东圃商圈,珠光·御景骏庭,高档住宅,天河区东圃二马路,1,混进混出,830*3126,480*845,58000.0,2017,450,1800,270,400,2000,限制地产
723,天河区,东圃商圈,纵横花园,住宅、综合商业,天河区黄村东路22号,1,出口,750*2800,440*920,35000.0,2000,650,3150,4200,450,2800,没有限制
724,天河区,东圃商圈,纵横花园,住宅、综合商业,天河区黄村东路22号,1,进口,750*2800,440*920,35000.0,2000,650,3150,4200,450,2800,没有限制
725,天河区,东站商圈,海棠阁大厦,住宅,天河区林和东路122号海棠阁大厦,1,混进混出,745*3700,440*920,75000.0,1999,450,2250,2700,300,1650,限制地产
726,天河区,东站商圈,军体院小区,住宅,天河区中泰国际后面禺东西路11号大院,1,出口,830*3290,480*845,35000.0,2005,890,3560,5340,600,3000,没有限制
727,天河区,东站商圈,军体院小区,住宅,天河区中泰国际后面禺东西路10号大院,1,进口,830*3208,480*845,35000.0,2005,890,3560,5340,600,3000,没有限制
728,天河区,东站商圈,紫荆小区,住宅,天河区林和东路133号紫荆小区,1,进口,745*3126,440*920,80000.0,2000,1350,6750,8100,850,5100,限制地产
729,天河区,东站商圈,紫荆小区,住宅,天河区林和东路133号紫荆小区,1,进口,745*3126,440*920,80000.0,2000,1350,6750,8100,850,5100,限制地产
730,天河区,岗顶商圈,东园小区,住宅,天河区石牌西路石牌西直街46号,1,出口,830*3618,480*845,55000.0,1995,1300,5200,7800,800,4000,没有限制
731,天河区,岗顶商圈,东园小区,住宅,天河区石牌西路石牌西直街46号,1,进口,830*3536,480*845,55000.0,1995,1300,5200,7800,800,4000,没有限制
732,天河区,岗顶商圈,龙口小区（对开）,写字楼、住宅、专业市场,天河区龙口西路74号,1,对开进口1,830*2634,480*845,,/,1500,6000,9000,1000,5000,没有限制
733,天河区,岗顶商圈,龙口小区（对开）,写字楼、住宅、专业市场,天河区龙口西路74号,1,对开进口2,830*2634,480*845,,/,1500,6000,9000,1000,5000,没有限制
734,天河区,岗顶商圈,新赛格电脑城,写字楼、住宅、专业市场,天河路561号（新赛格电脑城）,1,混进混出,830*3637,480*845,,/,1500,6000,9000,1000,5000,没有限制
735,天河区,岗顶商圈,新赛格电脑城（出口）,写字楼、住宅、专业市场,天河路561号（新赛格电脑城）,1,出口,830*3618,440*920,,/,1500,6000,9000,1000,5000,没有限制
736,天河区,岗顶商圈,新赛格电脑城（进口）,写字楼、住宅、专业市场,天河路561号（新赛格电脑城）,1,进口,830*3700,480*845,,/,1500,6000,9000,1000,5000,没有限制
737,天河区,广园东商圈,濂泉路42号大院,住宅,天河区濂泉路,1,混进混出,830*3208,480*845,,/,800,3200,4800,450,3000,没有限制
738,天河区,广园东商圈,美园产业中心,产业园,天河区濂泉路,1,对开出口2,830*2634,480*845,,/,500,2500,3500,300,1500,没有限制
739,天河区,广园东商圈,美园产业中心,产业园,天河区濂泉路,1,对开进口2,830*2634,480*845,,/,500,2500,3500,300,1500,没有限制
740,天河区,广园东商圈,七二一五大院,社区,天河区广园东路濂泉路42号,1,出口,830*3044,480*845,35000.0,1995,600,2400,3600,350,1750,没有限制
741,天河区,广园东商圈,七二一五大院,社区,天河区广园东路濂泉路42号,1,进口,830*3044,480*845,35000.0,1995,600,2400,3600,350,1750,没有限制
742,天河区,广州大道北商圈,豪景花园（商业广场）,高档住宅、综合商业,天河区广州大道北52号,1,混进混出,750*2800,440*920,40000.0,2005,1500,6000,7500,1000,5000,没有限制
743,天河区,广州大道北商圈,隆基怡苑,住宅,天河区牛利岗大街86-110号,1,混进混出,750*2800,440*920,40000.0,1999,850,3400,5100,600,3600,没有限制
744,天河区,广州大道北商圈,天平花苑,住宅,天河区天平架牛利岗南街二巷,1,混进混出,830*3536,480*845,35000.0,2000,800,3200,4000,500,3000,没有限制
745,天河区,广州大道北商圈,五仙桥小区,住宅,天河区广州大道北伍仙桥街28号国土测绘大院旁,1,进口,750*2800,440*920,30000.0,1999,450,1800,2700,300,1800,没有限制
746,天河区,广州大道北商圈,五仙桥小区,住宅,天河区广州大道北伍仙桥街28号国土测绘大院旁,1,出口,750*2800,440*920,30000.0,1999,450,1800,2700,300,1800,没有限制
747,天河区,华景新城商圈,华景新城（华景锦苑）,高档住宅,天河区华景新城华景东路,1,出口,830*2880,480*845,110000.0,2016,1750,7000,10500,1600,8000,限制地产
748,天河区,华景新城商圈,华景新城（华景锦苑）,高档住宅,天河区华景新城华景东路,1,进口,830*3044,480*845,110000.0,2016,1750,7000,10500,1600,8000,限制地产
749,天河区,华景新城商圈,华景新天地,综合商业,天河区华景新城公交车总站华景新天地,1,出口,750*2800,440*920,,/,800,3200,4800,500,2500,没有限制
750,天河区,华景新城商圈,华景新天地,综合商业,天河区华景新城公交车总站华景新天地,1,进口,750*2800,440*920,,/,800,3200,4800,500,2500,没有限制
751,天河区,华景新城商圈,沁馥佳苑,高档住宅,天河区华景新城粤生街11号,1,出口,750*2800,440*920,90000.0,2010,850,4500,5100,700,4600,没有限制
752,天河区,华景新城商圈,沁馥佳苑,高档住宅,天河区华景新城粤生街11号,1,进口,750*2800,440*920,90000.0,2010,850,4500,5100,700,4600,没有限制
753,天河区,华景新城商圈,珠江·华景里二期,高档住宅,天河区华景新城,1,进口,830*2634,480*845,80000.0,2014,1860,7440,11160,1500,7500,限制地产
754,天河区,华景新城商圈,珠江·华景里二期,高档住宅,天河区华景新城,1,出口,830*2634,480*845,80000.0,2014,1860,7440,11160,1500,7500,限制地产
755,天河区,华景新城商圈,珠江·华景里西区,高档住宅,天河区华景新城,1,进口,750*2800,440*920,80000.0,2014,1860,7440,11160,1500,7500,限制地产
756,天河区,华景新城商圈,珠江·华景里西区,高档住宅,天河区华景新城,1,出口,750*2800,440*920,80000.0,2014,1860,7440,11160,1500,7500,限制地产
